text,rating,cleaned_review
"When we arrived it took our waitress considerable time to bring us 2 diet cokes let alone even take our order. She kept walking by us and saying that she would be right with us, however it took her 20 minutes of backing and forthing to actually get to us and the restaurant wasn't even that busy later on a sunday evening. We decided to order calamari with tomato sauce. It was brought out in 35 minutes without tomato sauce. After asking for the tomato sauce, it took another 10 minutes to get it. But I have to say the calamari was probably the only decent thing about this night. We got our food shortly after. I ordered the goat cheese ravioli with smoked salmon. I'm 99% sure that there was little to no goat cheese in my ravioli as it had the taste and texture of ricotta cheese...something you'd pick up frozen at the grocery store. I also had to search for any pieces of smoked salmon as they were miniscule and few and far between. Overall, I've had store bought pasta much better than that. My boyfriend ordered the New York striploin which was supposed to come with tempura onion rings...there were none to be seen. The cut of the steak was completely wrong and the whole middle of the steak was all gristle. He also asked for sauce on the side and his steak was completely coated in it. It was disgusting and I actually felt bad watching him eat it and try to cut the thing. We then sat for 20 minutes waiting for the waitress to clear our plates and give us our bill. She would walk by us continuously and ignore us. We had a coupon for the restaurant which is another reason why we decided to try it, and both waitresses tried to short change us on the value of it, finally after telling them 3 times what needed to be done, they got it right.The service here was atrocious, the food was seriously lacking, especially for the price, the atmosphere was alright however it was freezing because it was cold and drafty.I'd never waste my time going here again and would warn other people about going there. I have no idea how this restaurant is still surviving in today's marketplace.",1,arriv took waitress consider time bring u diet coke let alon even take order kept walk u say would right u howev took minut back forth actual get u restaur wa even busi later sunday even decid order calamari tomato sauc wa brought minut without tomato sauc ask tomato sauc took anoth minut get say calamari wa probabl onli decent thing thi night got food shortli order goat chees ravioli smoke salmon sure wa littl goat chees ravioli tast textur ricotta chees someth pick frozen groceri store also search ani piec smoke salmon miniscul far overal store bought pasta much better boyfriend order new york striploin wa suppos come tempura onion ring none seen cut steak wa complet wrong whole middl steak wa gristl also ask sauc side hi steak wa complet coat wa disgust actual felt bad watch eat tri cut thing sat minut wait waitress clear plate give u bill would walk u continu ignor u coupon restaur anoth reason whi decid tri waitress tri short chang u valu final tell time need done got servic wa atroci food wa serious lack especi price atmospher wa alright howev wa freez becaus wa cold never wast time go would warn peopl go idea thi restaur still surviv today marketplac
"This was easily the worst dining experience I have ever had.
I reserved for four people on the Saturday before Mother's day at 7pm. When we arrived we were placed in the bar, with music so loud it made conversation virtually impossible. I asked the hostess about seating in the restaurant as I had reserved and she said it was full. She offered to move us to another table in the bar, ut it was closer to the live music and would have been even noisier.
We ordered some drinks and I was confronted with a bottle of beer, with no glass. There was nothing fine dining about the atmosphere or he service. It was a bar room experience at fine dining prices.
The food was the only thing left to rescue the evening and it was a disaster. I ordered the pork tenderloin which was so overcooked that I thought they has served a pork chop with the bone in. It was also flavorless and burnt. My dining companions also expressed great disappointment with their meals, using terms like flavorless, over-cooked and cold.
We quickly paid the bill and left to seek a more appropriate venue for dessert and coffee. By this time even Tim Horton's seemed appealing.
Avoid this restaurant. The only thing that is fine dining is the pricing.",1,thi wa easili worst dine experi ever reserv four peopl saturday befor mother day arriv place bar music loud made convers virtual imposs ask hostess seat restaur reserv said wa full offer move u anoth tabl bar ut wa closer live music would even noisier order drink wa confront bottl beer glass wa noth fine dine atmospher servic wa bar room experi fine dine price food wa onli thing left rescu even wa disast order pork tenderloin wa overcook thought ha serv pork chop bone wa also flavorless burnt dine companion also express great disappoint meal use term like flavorless cold quickli paid bill left seek appropri venu dessert coffe thi time even tim horton seem appeal avoid thi restaur onli thing fine dine price
"I was definitely seeing a lot of red at the Red Martini!  I usually have a 3 strikes and you're out policy... If this were a baseball game, the Red Martini's winning streak would be in the negatives!

It was my high school English teacher's birthday and because she lives I'm the Durham Region we usually dine somewhere in Pickering or Ajax. It gets me out of Toronto once in awhile.  So I had made reservations for 7pm. When we arrived there were 2 occupied tables in the downstairs bar lounge.  We stood there for 5 minutes with no sign of any hostess or staff.  After what seemed like an eternal wait, the waitress appeared and she told us we could choose a table either upstairs or downstairs.  We opted for the upper level.

The Red Martini is a house-converted restaurant, similar to 22 Church Street Bistro across the street.  A co-worker told me that the 2 restaurant are owned by the same owner, however this is unconfirmed.  However I did spot a lot of similarities.

Once we chose our table, again we were left unattended and ignored for awhile. We quickly realized that the waitress who ""greeted"" us downstairs was the only staff in the front end for the entire restaurant. Strike 1 - understaffed.

My high school English teacher loves her white wine and she usually orders the house white.  Strike 2 - they were out of their house white.  This is a clear indication of poor restaurant management.  So we had no other choice than to order the next available white wine which was twice the cost.

We waited for our appetizer - no bread basket appeared - Strike 3 and you're out! 

We ordered and shared the Stuffed Portobello Mushroom Salad to start. This could've easily been THE best tasting salad I've ever had in my life. However, the minor neglect in detail made it second best.  The salad was a deconstructed-style salad. The grilled portobello mushrooms were delicious. The ""stuffing"" was made from imitation crab meat and eggs... So essentially it tasted like an egg salad.  It was also served with COLD naan bread... It would've been the perfect salad if they grilled the naan. We had requested that the appetizer come first and then our mains... However the server showed up 2 minutes into us digging into our salads, so we had to send her back to the kitchen and requested the food be kept warm.

My Coconut Tilapia was served with a spicy plum sauce, Bok Choy, red and yellow bell peppers and jasmine rice. When I first bit into the tilapia I was excited that the fish skin was so crisp... But I quickly realized that the crisp was not due to skillful culinary execution, but rather to a burnt fish... Parts of it were so burnt I started tasting charcoal!  Also, the ""coconut"" component of the dish was M.I.A.  This dish had so much potential.. *sigh*

I didn't try my teacher's Veggie Stir-Fry with Chicken but the feedback I got from her wad that the vegetables were cooked to a mush, and that the chicken was dry.  In their defense, the mush factor may have been a result of the dish being kept on a warming plate.

To finish we ordered a cappuccino, tea and marbled cheesecake.  The server came back up to inform me that they don't offer cappuccino... How do you not know that?  Its like she was a temp hired to tide over a quiet Sunday restaurant service.  So I settled for a coffee.  

The cheesecake was average, nothing spectacular.  

At the end of the day, the bill came to $105.  I will say that the portion sizes are generous and the food does have potential... However, the service aspect is going to need a complete facelift.  I had such high hopes for you Red Martini... I thought you'd be sizzling... But unfortunately the only thing that was red and sizzling about my experience at the Red Martini was my dress and the afterburn in my mouth from the spicy plum sauce!",2,wa definit see lot red red martini usual strike polici thi basebal game red martini win streak would neg wa high school english teacher birthday becaus live durham region usual dine somewher picker ajax get toronto onc awhil made reserv arriv occupi tabl downstair bar loung stood minut sign ani hostess staff seem like etern wait waitress appear told u could choos tabl either upstair downstair opt upper level red martini restaur similar church street bistro across street told restaur owner howev thi unconfirm howev spot lot similar onc chose tabl left unattend ignor awhil quickli realiz waitress greet u downstair wa onli staff front end entir restaur strike understaf high school english teacher love white wine usual order hous white strike hous white thi clear indic poor restaur manag choic order next avail white wine wa twice cost wait appet bread basket appear strike order share stuf portobello mushroom salad start thi could easili best tast salad ever life howev minor neglect detail made second best salad wa salad grill portobello mushroom delici stuf wa made imit crab meat egg essenti tast like egg salad wa also serv cold naan bread would perfect salad grill naan request appet come first main howev server show minut u dig salad send back kitchen request food kept warm coconut tilapia wa serv spici plum sauc bok choy red yellow bell pepper jasmin rice first bit tilapia wa excit fish skin wa crisp quickli realiz crisp wa due skill culinari execut rather burnt fish part burnt start tast charcoal also coconut compon dish wa thi dish much potenti sigh tri teacher veggi chicken feedback got wad veget cook mush chicken wa dri defens mush factor may result dish kept warm plate finish order cappuccino tea marbl cheesecak server came back inform offer cappuccino know like wa temp hire tide quiet sunday restaur servic settl coffe cheesecak wa averag noth spectacular end day bill came say portion size gener food doe potenti howev servic aspect go need complet facelift high hope red martini thought sizzl unfortun onli thing wa red sizzl experi red martini wa dress afterburn mouth spici plum sauc
"Restaurants and bars in the Flats seem to have trouble delivering good service.  We sat at the bar and ordered 2 beers.  The bartender asked if he wanted to open a tab.  Well, we sat there with empty glasses and she never asked us if we wanted to order more beer.  If I was the owner I'd kick her ass for not generating more revenue.  This is the second time I've had this happen to me at this place.  It was crowded on a Wednesday night but the buck stopped there...",2,restaur bar flat seem troubl deliv good servic sat bar order beer bartend ask want open tab well sat empti glass never ask u want order beer wa owner kick gener revenu thi second time thi happen thi place wa crowd wednesday night buck stop
Si Senor is not my favorite taco option. I got a steak taco and the bit of steak was so little my meat was about the size of a quarter. I could hardly believe how little meat I had.   I ate here because in the summer they have an outside food stand at the USX tower.  I remember being out of the taco that wanted.  So whenever a food venture is out of something that I want that immediately knocks off some starts for me.  The salsa options were great but I dare say Qdoba is better then this place.,2,si senor favorit taco option got steak taco bit steak wa littl meat wa size quarter could hardli believ littl meat ate becaus summer outsid food stand usx tower rememb taco want whenev food ventur someth want immedi knock start salsa option great dare say qdoba better thi place
"The tacos were cold and the dude was sketchy.  I probably could have told this just by looking but I had gotten lost on my way to ginger's and was hungry.

At least it was cheap.",2,taco cold dude wa sketchi probabl could told thi look gotten lost way ginger wa hungri least wa cheap
"Ick.  I don't think this classifies as Mexican.  I was mislead by the name but should have known better once I saw they offer wraps.  I figured they used the name wraps in place of burritos since... well... Pittsburgh is really unfamiliar with Mexican food.

I ordered the classic wrap which, according to the description, is your choice of protein, beans, cheese, rice, and choice of sauce stuffed in a tortilla.  I went with the shredded beef and chipotle sauce.  What I got ... well I can see why they referred to it as a wrap and not a burrito.  The tortilla was cold (what?) and the ""shredded beef"" was more like beef chunks.  The iceberg lettuce was an unwelcome surprise.  Black beans.... I hate black beans.  I guess it was wrong to assume they would be pinto or refried.  The chipotle sauce wasn't spicy at all and just added a burnt flavor.

Would never come back.  I can't believe I paid $7.20 for this wrap.  

If for some odd reason you want to try this place.... they do offer vegan / vegetarian options with grilled veggies and tofu as an option for your filling.

P.S. California, I miss you.",1,ick think thi classifi mexican wa mislead name known better onc saw offer wrap figur use name wrap place burrito sinc well pittsburgh realli unfamiliar mexican food order classic wrap accord descript choic protein bean chees rice choic sauc stuf tortilla went shred beef chipotl sauc got well see whi refer wrap burrito tortilla wa cold shred beef wa like beef chunk iceberg lettuc wa unwelcom surpris black bean hate black bean guess wa wrong assum would pinto refri chipotl sauc wa spici ad burnt flavor would never come back ca believ paid thi wrap odd reason want tri thi place offer vegan vegetarian option grill veggi tofu option fill california miss
"I tried the Gilbert location of this restaurant. I believe it recently opened there on Gilbert Rd, in between Warner Rd & Elliot Rd. It was a cute location, and the atmosphere inside was quaint. 
However, the lighting was much too bright for a restaurant, and the kitchen sounds could be heard throughout the restaurant. 
Overall, my experience was horrible. My food was cold, even though it took 5 minutes longer for my food to come out than the my 3 friends' plates. The coffee was sub par, which made a horrible first impression on me. The price seemed a little much - however, I did not take advantage of the ""pastry bar"", because nothing looked too appetizing. French toast, which I thought was pretty foolproof, did not taste good. And the bacon was covered in maple syrup and some sort of brown sugar. 
I didn't feel too alone; no one in my party had rave reviews for their meals. There were 4 of us altogether, and our food barely fit on the table, which was inconvenient and very annoying. 

If I could give 0 stars, I would. I would say do not waste your time here! There are many enjoyable breakfast establishments around; this just happens not to be one of them.",1,tri gilbert locat thi restaur believ recent open gilbert rd warner rd elliot rd wa cute locat atmospher insid wa quaint howev light wa much bright restaur kitchen sound could heard throughout restaur overal experi wa horribl food wa cold even though took minut longer food come friend plate coffe wa sub made horribl first impress price seem littl much howev take advantag pastri bar becaus noth look appet french toast thought wa pretti foolproof tast good bacon wa cover mapl syrup sort brown sugar feel alon one parti rave review meal u altogeth food bare fit tabl wa inconveni veri annoy could give star would would say wast time mani enjoy breakfast establish around thi happen one
"I live a block away from where the Spaghetti Shop WAS, and I can promise that this restaurant no longer exists.  It's been torn down, and a Burger King is going up in its place.  I hope that Yelp deletes this restaurant from its listing or recognizes that it is no longer an establishment.  If you're interested in Italian food in C-U, try Biaggi's or Bacaro's or Cafe Luna.",1,live block away spaghetti shop wa promis thi restaur longer exist torn burger king go place hope yelp delet thi restaur list recogn longer establish interest italian food tri biaggi bacaro cafe luna
"I used to like Reggies, and was a regular customer, but have found the quality to really become erratic recently, which is a shame.  On it's good days, the best items to try are their comfort foods and breakfasts (all day).  

First, when pulling in, beware, as the parking lot is VERY rough, with MAJOR pot holes.  For your car's sake, GO SLOW!

One item that I've liked here is the ""old fashioned,"" which is a couple potato pancakes (served with sour cream and cheese), couple eggs, breakfast meat, and toast.   Another few that I've liked are their ruben, their Philly Cheese steak, their ciabatta club sandwich, the hot roast beef sandwich (served open face) and their chicken enchilada soup (spicy).  Also, on the weekends, in the morning, they have a ""breakfast bar"", a buffet of typical breakfast items, including eggs, sausage, bacon, potatoes, pancakes, waffles, corned beef hash and an assortment of fruit.

Their NY Strip steaks seem to be very hit or miss.  I've gotten some excellent steaks, cooked quite well before, but have also gotten a number that felt like half gristle.  It felt like about a 30% chance of getting a bad steak.

Talking more of the erratic quality, an example, one time when I ordered the ciabatta turkey club, I got a sandwich with soggy ciabatta bread and RAW bacon (not just undercooked, it looked like it hadn't been cooked AT ALL!).  I've also gotten eggs burned at random times, bacon burned, hashbrowns burned, etc.  Again, this is not a 100% thing, but it is enough recently to make it not worth my while coming back anytime soon unfortunately.",2,use like reggi wa regular custom found qualiti realli becom errat recent shame good day best item tri comfort food breakfast day first pull bewar park lot veri rough major pot hole car sake go slow one item like old fashion coupl potato pancak serv sour cream chees coupl egg breakfast meat toast anoth like ruben philli chees steak ciabatta club sandwich hot roast beef sandwich serv open face chicken enchilada soup spici also weekend morn breakfast bar buffet typic breakfast item includ egg sausag bacon potato pancak waffl corn beef hash assort fruit ny strip steak seem veri hit miss gotten excel steak cook quit well befor also gotten number felt like half gristl felt like chanc get bad steak talk errat qualiti exampl one time order ciabatta turkey club got sandwich soggi ciabatta bread raw bacon undercook look like cook also gotten egg burn random time bacon burn hashbrown burn etc thi thing enough recent make worth come back anytim soon unfortun
This place is no longer in business. It has been closed for at least 4 months. At first sign said closed for remodel been has since been taken down.,1,thi place longer busi ha close least month first sign said close remodel ha sinc taken
"Like one of the other reviewers I had found Reggies adequate but not recommendable from past very irregular visits, (the last has to have been a year or more ago). but we happened there on a Saturday 11 A.M.ish, and were seated promptly by the sixteen year old who was our host.  
He asked what beverages we would like and forgot one and had to get a ""refresh"" in order to fulfill, and then we waited for a waitress. 
We were told our waitress's name by our host and as always unless it's one of those un-names that just blows your socks off, like Kashikeewandamoo, it went in one ear and out the other. 
Unfortunate, because we NEVER got the opportunity to make her acquaintance. 
We waited and waited. And after a bit, decided the breakfast buffet would beat the alternative of nothing, so up we went.  Never realizing how wrong we were!
I have become over the years a less than enthusiastic buffet attendee. 
They tend to be harbingers of germs, old tired food, and some sadist is always trying to set up food far enough on the far side of the sneeze shield so as to require modified limbo dancing or monkey-arms that drag on the floor in order to get what one wants!  
So what did we have?
Absolutely the worst scrambled eggs ever!  So dry and crumbly they virtually refused to be manuvered by a fork as the sand-sized particles lacked the moisture to bind together.  It was like trying to eat flour!  
No waitress from whom to beg ketchup or hot sauce or beverage refills.
Eggs are delicate, don't cook a couple gallons at a throw so you never have to replenish,  cook small batches so the steam table doesn't dehydrate them over time,!  Also whenever possible  try to use real god^amn eggs and not the re-hydrated powdered used-to-be-eggs. 
The country potatoes or whatever they were supposed to be were equally dry, as well as burnt, and did I mention dry?  And man were they dry.  
I ended up putting sausage gravy on them hoping to find something to choke them down with and even that didn't work!  
The bacon was fine, but one does feel just a little silly filling a plate with bacon in order to flesh out one's plate!  
The owner is a very nice guy, (thin as a rail...I can see where eating here exclusively would be a weight-watcher's dream!) and when he walked by I told him we hadn't seen a waitress (we were finished dining at this point), and he said he would take care of us, refreshed our drinks and took them off the bill, so kudos to him for an attempt at a fix, but I would have been much happier had they just set off a bomb at the buffet station to blow it elsewhere, in deference to the well-being of the next hapless diner!  If you come order off the menu!!  Unless you are a real bacon FREAK!",1,like one review found reggi adequ recommend past veri irregular visit last ha year ago happen saturday seat promptli sixteen year old wa host ask beverag would like forgot one get refresh order fulfil wait waitress told waitress name host alway unless one blow sock like kashikeewandamoo went one ear unfortun becaus never got opportun make acquaint wait wait bit decid breakfast buffet would beat altern noth went never realiz wrong becom year enthusiast buffet attende tend harbing germ old tire food sadist alway tri set food far enough far side sneez shield requir modifi limbo danc drag floor order get one want absolut worst scrambl egg ever dri crumbl virtual refus manuv fork particl lack moistur bind togeth wa like tri eat flour waitress beg ketchup hot sauc beverag refil egg delic cook coupl gallon throw never replenish cook small batch steam tabl doe dehydr time also whenev possibl tri use real egg powder countri potato whatev suppos equal dri well burnt mention dri man dri end put sausag gravi hope find someth choke even work bacon wa fine one doe feel littl silli fill plate bacon order flesh one plate owner veri nice guy thin rail see eat exclus would dream walk told seen waitress finish dine thi point said would take care u refresh drink took bill kudo attempt fix would much happier set bomb buffet station blow elsewher defer next hapless diner come order menu unless real bacon freak
"Besides being dirty, rundown and plain grungy.  The food was gross.  We had the Brunch Buffet on Sunday afternoon.  

Everything was cold, stale and not worth eating.  The OJ was good.",1,besid dirti rundown plain grungi food wa gross brunch buffet sunday afternoon everyth wa cold stale worth eat oj wa good
"Went in there recently to grab a coffee and my colleague grabbed breakfast. Her food was cheap and looked awesome. I was really excited to try it myself. I came back the next morning with my wife and child. This was a Sunday morning at 8AM. The sign on the door said they were open from 7AM-11AM on Sundays. I was terribly disappointed, and my rating will stay low until I get a chance to go back and try again. Maybe they won't be closed on one of the biggest breakfast mornings of the week (especially when the sign in the window said they would be open!)",2,went recent grab coffe colleagu grab breakfast food wa cheap look awesom wa realli excit tri came back next morn wife child thi wa sunday morn sign door said open sunday wa terribl disappoint rate stay low get chanc go back tri mayb wo close one biggest breakfast morn week especi sign window said would open
"I have been to a couple different City Tavern locatations and had the exact same experience. The food is not good at all, and is completely over priced. I've had their crab leg special and crab cakes and wasn't impressed at all. I would only return to get drinks, and because the City Tavern by where I live has great outdoor seating.",2,coupl differ citi tavern locat exact experi food good complet price crab leg special crab cake wa impress would onli return get drink becaus citi tavern live ha great outdoor seat
"Firefly is yet another Food Fight Inc establishment in Madison, this one catering to the Asian fusion set.  Like all Food Fight Inc. places, the decor seems to have been given a larger budget than the menu.  Anything you can find on the menu here (curries, pad thai, etc..), you can find a better version of at any of Madison's other Thai places.  Skip it and head to Sai Bai Thong down the street.",2,firefli yet anoth food fight inc establish madison thi one cater asian fusion set like food fight place decor seem given larger budget menu anyth find menu curri pad thai etc find better version ani madison thai place skip head sai bai thong street
"THIS PLACE IS TERRIBLE. WHAT THE HELL HAPPENED TO THE GOOD FOOD FROM 2005????

This used to be high atop of my list. But several cooks, and two years later, their food has gone completely downhill. Don't worry though, this place is on University Ave between Madison and Middleton, and since most people eating in Madison won't drive too far, there is no worry of accidentally walking into this place. If you do, turn around and RUN out. 

Lettuce wraps used to be with butter lettuce, now iceberg?
Curried Beef Short Ribs used to be incredible, now the recipe is completed different, and sorry, but not very good.

You would be better off fasting than eating here.",1,thi place terribl hell happen good food thi use high atop list sever cook two year later food ha gone complet downhil worri though thi place univers ave madison middleton sinc peopl eat madison wo drive far worri accident walk thi place turn around run lettuc wrap use butter lettuc iceberg curri beef short rib use incred recip complet differ sorri veri good would better fast eat
"The only reason why I can imagine one going here is one member of your party wants sushi, the other wants some kind of Americanized wrap and chips, and yet another wants curry?  You could get all of those things separately and better tasting  elsewhere, but if you need them in once place, I guess you should go to Firefly.",2,onli reason whi imagin one go one member parti want sushi want kind american wrap chip yet anoth want curri could get thing separ better tast elsewher need onc place guess go firefli
"Ok, there's something to be said about a restaurant that is two blocks away from your house.  Especially if they DO have yummy and fruity Mai Tais, and Lemongrass Martini that's LOADED with alcohol.  On Friday afternoons, it's rather a cool hangout, and great ambiance. 

Their food, however, sucks.  It's supposed to be Asian fusion, and while I am still enjoying any ""fusion"" type place (aka, a hint of ethnic, a ton of Americanization), this is rather mediocre food at best, completely vegetarian unfriendly (which is odd, given the fact that this is Madison).

Service is good though, the staff is kind and attentive.

But I'd only go there for drinks.  Only because well.. I can walk to and from home.... And get a LOADED martini... YUM!


***** UPDATE *******

The Firefly Martini, with the ginger infused vodka, IS TO DIE for.

******* END OF UPDATE ********",2,ok someth said restaur two block away hous especi yummi fruiti mai tai lemongrass martini load alcohol friday afternoon rather cool hangout great ambianc food howev suck suppos asian fusion still enjoy ani fusion type place aka hint ethnic american thi rather mediocr food best complet vegetarian unfriendli odd given fact thi madison servic good though staff kind attent onli go drink onli becaus well walk home get load martini yum updat firefli martini ginger infus vodka die end updat
Firefly is closed and is  now Tex Tubbs Taco...thank god...,1,firefli close tex tubb taco thank god
Really cool atmosphere.  Mediocre food.,2,realli cool atmospher mediocr food
