photo_id,business_id,caption,label
0lk3Sx5N0jbnBKU_QpnXew,2adhYiY1IQ5flntw30Sdew,Basket case and strawberry fields,drink
0ln7GbaQxjDL8upAfBWeAg,ZrOe-11SNvINcE-981msUw,,drink
0lw4Hpa0YCXHDly3E-xubg,fTUMZJISb31mdXbfb0j1bA,,drink
0M1_4PVdehTAQedP6zw5wg,M8Pl5qAmmrODfHeX6GOjsw,,drink
0m4Uzx4N1al-2Wj_Gj_Ivw,abO4gvGKB0aVjsrXHlgeFg,"The owner called these ""Japanese lemonade"", but it's pop with that glass ball gimmick.",drink
0MaLkz4wkWDp8YVKR3H6oA,v6QXg4TI84FKEkcYGTrcNw,Pink Drink - Strawberry Acai with creamy coconut milk,drink
0MoGYt30HmEoL-sF8zQfPA,WunR7VclAddvbCnc-97jzg,,drink
0MOxKRrwa8cT_NdLJe4hbg,Twcjx4ofM9GWwXN6LVGSzw,"""To Never Growing Up"" drink. Bartender forgot to add the ice cream cone to mine, the lady sitting next to me was more lucky.",drink
0mt5QwU0-sQv0HO3tnar0w,-PiW_4YblATeoP7F8eOnGA,,drink
0naG8BEfj9HunOi7Wdx3lg,SPj8L5VMep_OhkoNz-WLQg,,drink
0nc88eSNicC-qqC1KS_MnA,fZCuc5hRbkVzygz3mDF15A,,drink
0NfTpIq-YozxehrZI-KClQ,sHohToOaihgD2rMfSi8k6g,,drink
0nHs5u2ZyhzUcQAuGHmmnw,SJtbwP4_ed2B1AvIXd-EVQ,Sweet Dew Oolong and Alley Trio Milk Tea,drink
0nq9MHMCW47EigV06JFNaw,d3uDFzbVDbQQ2yyfks2M7A,,drink
0nuLJS9k4i5vCD_FkGbK5Q,XAHRr5pOGFHmhDVQ1g_zsA,Cafe Vietnam,drink
0nv5J1QVNhYRgjZiR9iNBw,vyQD-pu9jFKRXWI9tt16_Q,,drink
0N_W0h1x37Ln2bfcLwEKoQ,YRyYbOSwvHkZsZOLv98oQg,Mastika,drink
0oGF7Lbjrw7viatXN2Stkg,OoiYEfty1ikUISbO8ICaLQ,,drink
0oh-tWbIP7Suh4vYQEMbIw,d10IxZPirVJlOSpdRZJczA,,drink
0oizww9IQVGx5yc9Q9fnnw,m08WjSdWsFtZdhQqrFqjAQ,,drink
0OM88OzfNfm_eJgZ49Odbw,feVMhSYAxpndgx2OAvUI5Q,,drink
0op9_IJhFRL1BhvZFwe3qw,BjrKNWhtQkedHw8hP_0Bjg,,drink
0oUJsIou-RGUxeQMJT8_Yw,mnOjzFuPJ1YGALDeNDdP8Q,,drink
0OxotWbd6f_0Yr1S1hKgAA,110iMPMPEEjFlf8HKVq84g,,drink
-0oXsd6qxS7eY6P8oyjeZw,QsJ6orXv_VB7xz-MpqHzSQ,,drink
0p5H2SL1u_ST2YanWoNn8g,0p27EjcNwTI7Ey4K_MNPww,Tip jar,drink
0p7xk9msRWAFqNWcHxwMCw,mwE5uNVkxCXvEuVa1KQ_3g,Did someone say cocktails?,drink
0p823IarnRTpgQUTJvDH9A,YJ8ljUhLsz6CtT_2ORNFmg,,drink
0p9RLMaRQZITWL3diujgwg,h8vVxwP6FnlkRDONKBHT-w,The Bar!,drink
0_PAdBeq_lmB0r8gmu0X5g,JYYsoEPOHg_UBvFUCr1Y0w,,drink
0PGfOsZQpoBT_MONWrZmVA,JbvIL0cshfHbiwOEIZsnwg,,drink
0pGjo4rLlodJidwbE5TqAw,e6d50rwRTU-fONeSBJmOHQ,,drink
0PVDz42MA7IoWnGVTZASCg,8SEzXjfBqjdtrf0P_tGptg,XL Thai milk tea,drink
0Qap8E4YYUFg8nQqCblfUg,24Td_CQH1bonWKff1rt2vg,,drink
0QAvzW5DN_LlpzI5qIipgg,0PMMhCAz2S5dmcA9mJ3dRg,You're a blackberry Violet,drink
0QC12_2EDrpxFy5XyzphzA,9nv9UKIB2p5i8_8Ro3-gvA,Strawberry Yakult,drink
0QFADzk_V62fyeeO_cP5Hg,EUFF1YUvFUtn6MmwVdOy3A,Bottled,drink
0QfQHuC8vwlYJP658Rth5A,TvxvsiidWhxS5Uhbp6830w,Raspberry Vodka Colins...,drink
0qfwOfS4AKlnvrluOBUGiA,N0TfUwsO5hvwOkmPb2obLA,,drink
0QHQ3k3_DpROA_KPUYptbw,eoG9zP7xxsDHVM0kJYrvkw,Mai tai,drink
0QNNVUxKN7sT8Wr3AAD62w,GJE9efD_qsZCL7CRtlfMkQ,They even have small pet carriers (at the top)!,drink
0Qnwr_ioMU8TFshoGMzUdg,bqW0f0RigwpYyz1lbxhHlw,My mysterious date,drink
0QsGus_Bj4uKgvqA338jNg,XXqDY5ji8k29I-kKzLm8yA,My favorite latte,drink
0r5rQyImYo2KUjpc8FwndQ,QQZg-7YfY2jDoQnnp0HFog,,drink
0rvFEo3jDL2h1uUXtZ2Mug,_BrFKAv39vkF7iqc7J82lg,Capuccino au lait d'avoine,drink
0sn8CXCvFEz9EirMFxy-Tg,BFibmswPtBNyChp8vBHRsg,,drink
0sYoNNWWukB7yHSmXvFgXg,98VugO4QUbO5PsUKyGsd9w,Cocktails,drink
0T3VtEGgUvkMS-F-yVJr8A,uJGLWrg8dg0HGpzL2eLmnQ,Dessert mmm,drink
0t8VoUn5OqI0-uFOHA9OZQ,go-_xdHHSufchOeZ3kkC8w,,drink
0tdOjc8J8DdLNCcHuVAP1Q,Voeq7aGDmCGMjE_SQiHwRA,,drink
0tFrbrTW9dHcsqyE7EG33w,qU5SHPJ8J1vqlI1jOUnWbw,,drink
0-TSXx60vQAVssdpssdofQ,ILRX01PABfQswTYpJFowTg,,drink
0TyJ8sLSGSrvgcBuS5W9NA,0Ryxx6uSpt4TOKYVGBekLQ,Classic Cocktails,drink
0U4hH1VdhIX8XQsCKIXz4Q,ZpPOPR5BfxBRCIZGNFJFhw,,drink
0UCJnuIdo_V3B7iB1Bcgyg,6ANVuBMmpkXpFd5Hzkn4_Q,,drink
0uCkypm2F5Q6rYNfyZPe-Q,-WRLKqr9TXFYp0LtBB6ACg,,drink
0uL4bH7H6Z112T1f_1pa7g,FtJ9CAJYU2WMxWBgQmExJw,,drink
0UmL-sjsR12bbPc9cnvnzA,B1nx3iQSafeHjN0uhpW4Kg,,drink
0UmxYHjUAy_7DfZQNw4HOg,pyqnGlIfP9Zw8LLxBjyAiA,Lemon drop,drink
0UsdNjFUAYnxUR7znHyv8A,S599hCA4kJJO3_b6SRFKoA,,drink
0uvYNtce6301yIU2wl3L2Q,Cf6fac73iYBXwkul-lm4vw,,drink
0UZ36vl2ibwsXyORRv8cig,jMPPJmQBBa3iRuWbYbj1Gg,"Its not just any shot, its a RingSide special cinnamon toast crunch shot!",drink
0V4uiC2f3wsMeIgeNZSs0A,mUdalYTuAtnZm2K9zoH27Q,Foie gras amuse bouche,drink
0Vmg-SeZzePAN0rE2joDCw,jyTtTFa169XYSD5KRMQsHg,Jump into a taro milk tea with coco jelly and fancy milk tea,drink
0VpFwvtJ5Yw9ASf-6bf8vw,5HGVlkH0nrSrnpddj6X-5Q,KAMEN KNUDDELN Kentucky common(dark sour beer) tart & easy by @atgbrewery abv 6.5% available now,drink
0vreRzHea_9jCbt6Xw6XlQ,-XnraAeF1P9NAKGYNPpLXA,,drink
0w3P1tqjEkMiCMFcReS9CQ,m7VYGZ0dAPuliuUlxzGIjw,great selection,drink
0W5jSrys3ctYf0xgUGfyQA,xkVMIk_Vqh17f48ZQ_6b0w,Yummy buns,drink
0W5Z6aHVn3cbOGdL0-qlHQ,PoQb6so_yIXs35jZV-k9oQ,Pistachio and Rosewater Latte,drink
0WE1qJ46HBEteHE3ysynyg,DpYOZLDKJXMsZrqOpD8D8A,,drink
0wHJyMm3KBEj_txNS_s-EQ,dtF9Mt87V_0-5BwUZtaK0w,,drink
0wNK6KIp8U1YYbsrfnmqSg,szGbmw_vq3kVU4SfK1x6Sw,,drink
0wPtYZHgERu9MB_fB2J41A,SVePVlaBdJM6Vm8tyLphOg,Duck Duck Goose,drink
0WR6uOVf8DOQK32-suOGdA,d7xjodUIGqFYexZoXEiF4Q,,drink
0WzbDOXSA5QxGV9MuOv7tg,-LG_SXZrWLTnfSXRPZQvzA,,drink
0x2d59gGtwFQ7NSSl8l5xw,RL2MJ3QjT_uoiBv1D5py8g,,drink
0X9hUXMQI_JTHv6pKmkTNQ,5rWS10zVUc2Lqv4BVgrjJw,Sushi pt 2,drink
0xUtIB3zQTYxK0-VfjZmtg,ULixVwbmLi2OL_CyGrh6vg,,drink
0yBsWJnDl-Qr5IGzEANjsQ,ZxEvVRbOltIF0fua5SQssg,,drink
0YDC2w5vpprVRezsPVNWWg,-4TMQnQJW1yd6NqGRDvAeA,Mistress,drink
0ykMvhAJRPA0MLHzASZpZQ,0LPVkxZ-Ab9Jx6_ytA-Yew,Mango tea with rainbow jellies,drink
0Ykv5aP9TwZRr_rRIRfOJw,0Oskle2GkyYMseuJ3TDwRA,,drink
0yqS7PnOQs5iTtDpXoaNNQ,lJIa9tpFD1h44bvgKnMBIg,,drink
0_z06Jv8qW0t9yqPaokSrA,kkl0Jnord6laHQGkgZxG1Q,"Frozen Lemonades (Strawberry, Mango, or Wildberry)",drink
0z7aH7PI4H1dz_x0QmwWOw,NWxHg4EAP_b-jxUnDipTIw,Wine & Alcohols,drink
0ZI5GCAQsZ3VsbVn0PV5kA,d0N5HcdMCeXcX81hcRVUFw,,drink
0ZnSb9QD3NOvBg7UBDAusQ,sh69ApUyPhAltAMpv5vX3w,,drink
0ZpHhItDMeovqQnWNY4ixA,c7lAaz-pW58i1h1rSlyqcw,They have such a great beer selection...Myrcenary!? Yes please!,drink
0ZrOJRlESH20JLJ4OWwS7w,CjuICzAhrlj14TfxbF_hFA,Rosso Coffee and Espresso made to you liking,drink
10eh5xnRPmm9Kvl0ofKODw,YNDxeeRUARbd8GRnscJSvg,Comfortable bar chairs and padded bar rail. Classy and cozy.,drink
-10UqmXvTc0sfVrBK7E5_w,GR_weedHGpGJfPBa6NBOZg,,drink
1-1bq5SslQcyQqaI0g88Iw,O3tT9S9vZixg1iwiKeWfuw,Raspberry Fantasy Factory,drink
11CyrZHLNA4WUC0IquRIYg,fVF5wayDyY6ZR5oJB1IK3g,,drink
11dHzlzjyzFmC6kaESsi3w,8k7aDAFP2MdWfVToxjKung,,drink
12CV6i1Ae_8rsxwG3A8VFg,wohnV9hjNfbXJusIOseSXQ,At the bar,drink
12Kgdb2_C7TtL2hv3Sp87A,g-Q3rLkyGT-TtiRgE-PvgA,,drink
13_i271GtMqapu9bJK138g,y-510QoccKhLxLL-VN_pig,,drink
146AqT4yj68cMaJ9oScYbA,qrlsFv6VQbYmVqCNM5W4DQ,Whiskey for sale,drink
149zvuaa7b_MdkmMeZlonA,Afg5xGs-l-I-hQ5qovjO2Q,,drink
14c13F_Jy2UpKkSdQ-epDg,s0UcfGpvOwoGERpvMGSi8w,Draught Beer,drink
14FOI7L2f4EzNHxKb213Zw,CKoDbOpF_CSyy6_lttqjKg,,drink
1580_vmuN9by_shqvuTyhw,W4tHt98N3fRCJO19arkXRw,,drink
15Kraqb3FkhtyHvdY_GPXw,zyPGYeXF4XKCqNN1pjFWhg,,drink
163gwNWbQXmlGmB_lKT_AA,u-67zd1ImTv3EEr5kIdWrA,Wifey and me,drink
1-6MTA6XAdoLlMzPCRZ50w,Xo1LNzhnwE-ilqsM3ybs9Q,Oreo Milk Tea,drink
16n-bGiBKEc_FdwKw6mtsQ,ilS_kIQnChrG26XiQCwDOA,The strawberry fields moscato drink,drink
16Vzww2wfKNTOcw83FNZSA,oUJXPurI_LFTZhRCZcRNcg,,drink
16wRoegmhkjbGdgboTm2bA,Xd2ZAxoZpH3ZKzQMs8awIw,,drink
17eyETCgayyVxNur7qxBiA,FM0h7JHdthhnc50vgGWzpA,,drink
17gG1Fn_FY7huoy6yYTT9g,f_eiOrEcMnkHB7GvQVOHkQ,"Left to right: pear blossom, white sangria, Moscow mile. All very tasty!",drink
17hcG6aBiEcEy0brG728gg,R8MlQBl08OICEJOvwsw25g,Some of our good wines .,drink
17te2mF37sDOppHssXAN_Q,AQUa3o3wbv9mt8h9dCRUUQ,,drink
17UNIwpQ8bY9TYiMco6OHg,tDYcVluqZwieulc1iqxGXg,,drink
189K_QJ0Dg87ZSBMi5NOkw,LR1JNvpNrx2N4HNAyhHvrg,,drink
18HwD6tIWiCDWLxMOFdVgg,a6_zyZM4tlEb9rovsUJhyw,,drink
18pIb594LtyQsqSKDhzraA,IZivKqtHyz4-ts8KsnvMrA,,drink
19kft2DyFa5ckbo0GI5jmw,AJVS93SEUPzn63m2ogYNwQ,,drink
19qbt8f8Z0TwHk_d71PJTw,kmIQmtKMmFrLRDisg9ftLg,,drink
19QLk-PDfkOav8-cBrnRaA,ucjDFc8YgtoIYm95K1dZ2w,,drink
1A0Rj8dTx21b6bkm_j2Xdg,urSuLlkYXXI5uwtKIxl9ew,Aaaw super cute latte art!,drink
1a6geLdvA2PE7SNR4k5Zqw,WunR7VclAddvbCnc-97jzg,,drink
