photo_id,business_id,caption,label
0avdqreMIdhcahi4C9p0vA,S8urdN6ACnRQUm-7o9An8w,Night view from our table,outside
0ay1W5ETrIhXEw2J53wQdg,rcTGlKMPHFDQbzkdZFK-sw,,outside
0b8Zm89QEAm4Xq5oJSPTpg,5zegjfIWCR83scbyd_VT5w,Outside seating.,outside
0BKfJh5gdDsPXnrAs7cnOA,rquarcYSOS9PIstXZAP_kA,Chronic Tacos,outside
0bLgUUZ5sSlioc6AxcGjnQ,8naMr4xOmJAkIrSGjy9IPg,Exterior shot,outside
0BvXpRaX5U-Yx9MqV6u8AQ,QJatAcxYgK1Zp9BRZMAx7g,,outside
0CHZIVJN_r_OrjzvZwbWYg,AUv2UoAAi7VASJ6VK5lOlw,,outside
0CmeI-BBIc7k6c39qEb2dQ,B70iTJjcPkuYn8ouUewWgw,Outside the restaurant,outside
0CVFg7GD0TkQT7j5j6e_TA,nuiR_GOTnqLEYefq3HCfQA,Entrance,outside
0cYEe1zY3iS3HZE0iZBH9Q,s-S2xzhmyWw7TUDet7WBnQ,,outside
0d_3d4-2se8ADiCDLObaWw,PRbsl-xjpuVQ-mM0FbRWSA,Paletas Betty,outside
0dfi-ZmZMY0JRkraK68AhQ,cyABEo-94nt4zZDA-cYzgg,,outside
0dGTatXRWk-p2jUNQBCiOQ,jkicNu9xyZhsAOuDqbgDVQ,Hard Rock Rocksino Huge Guitar,outside
0Dq3T5EId_WRUtic7wZzBg,eJ-bDf7E1ph07vF7WbF8dA,Lower Patio,outside
0E4jeH4S0dQBT2QnAOVfxw,u71djaZjecGVU1MqMevQ4g,Sotto Sotto 120 Avenue Road Toronto new patio - open for lunch Monday to Saturday 12pm to 3pm,outside
0eFLVEyJhskLZgnbecseKg,PIpCmok4zzozeSI7iT9H9A,,outside
0E_GL45RWpsbjenioLRQcw,NyOaA9zJ_59E8ch5HgHofw,Exterior image of a Tropical Smoothie Cafe!,outside
0ELQkbZQ6qZwgd6NA9NyRQ,ici3d9B3dFfS6qQXTBu_3Q,front,outside
0eNug_XMoKYx-EOb7xItww,a8pmtlVKf7NiSLI-4KejIw,,outside
0F_0tixm7sWabvbWDp8m9Q,BrGs6OGqqtKqaLuxoMySBg,Cafe offers bar seats,outside
0-fIiqDLkZLBCP5SeqMkhQ,qBRlwvEuAeTBh_yQLJ4ZVg,,outside
0fzL1wKA6XHjp9pnWxd2VA,Itc-dI_qZ696GExH1iAuRQ,,outside
0G48nnm8nsSZhd2sE-V6Qw,Licd1Zdur5G4PCdzJ5bl2g,,outside
0g4lzAiWbccFYuVKBodiPA,LBBp51YHui5gvXNSyUcLKg,Patio seating 2.,outside
0GAk1vwk8ipZbEkgXarOmQ,LvPOrcROpCk535GhmdJAzg,Outside,outside
0gdokmr_ynU3XCD0VrwMSw,9KmvrnyjWTr4sly0Dt770g,Live jazz band,outside
0Gdqn9F1L24leLO5hqFkVA,SQEA7XcYZ6ygpuSnCSy1IQ,,outside
0gERqY6G5rrLDINnKH1BGA,Xg5qEQiB-7L6kGJ5F4K3bQ,Outside line,outside
0gj3n0TX9P_ZXxcDmKynZA,NphZ_TJp1YF-ykEyp5dOFw,Outside,outside
0gL7AoHkEemfKe1UmFw2Bg,zJMnVbXUKOFkZEA2dCRsKA,Out back in the parking lot looking at back entrance. February 2019,outside
0H76IXVjr8J1e8LY2Kl7oA,tDst_Aj42Hc6FglopVs2Cg,Outdoor seating,outside
0hAsqeX4yUBda4iw6WerHA,SkG_g2OXQENIojm0Gz6YJg,,outside
0Hf3r-O-xr8TLegYAerCJQ,8KkpSMrfBz1c_0p3m6Y6dg,"Ohio City Galley opens October 26 in Ohio City, Cleveland. Photo by Patrick Shepherd.",outside
0HNX3Z2P0pyjlQtg7dmq9g,vjlnj2qGXOQrLVLaCCF_mw,Where you are seated by host,outside
0HOVrSL2xQ-9UIslFAdCgQ,OD2dbQTKN7FS01fHzZqqzA,Beautiful decor,outside
0i0AF4g4F0Fs_I35UT954A,ZX9eujPNUxqWEWYdr4Ulqg,Exterior,outside
0IdMvnkNWTcc1cYqbebRcQ,ejaUQ1hYo7Q7xCL1HdPINw,,outside
0IdnMP0dps7ea7BcCDYgAQ,mPfdYJj4d5KBPINDkaZY-Q,,outside
0iiEOegur1KkWFJXtKBVIQ,sk0stgY4NDJYOX1MbNJ3Pg,,outside
0Ijggr4P4cD-yUx5YI_9SA,KxcQs2Lkm3FJiltVWXOz_Q,,outside
0Ioo3ZjopzGq8P4PxxHWXw,IY09uHwNvznCUDoFZ_su3A,,outside
0iq97ObBeh4IqhaZM0aq0Q,hdqhXOzPrwskT55T9mkC2g,"2017-06-18. Paramount Fine Foods. Etobicoke, ON. Outdoor Patio.",outside
0IRjYLoApDQhXNqZFn0G9w,0hudPyuCBlKg79OwKBw-eQ,,outside
0iuK7C3Zn8MwDLs_wWI2QQ,RegFo3YBn2AyKHFZ61SYfQ,Maison d'antan,outside
0_-IVEUPed0gVTg8tvS0VQ,lsMvf-DxBO3As2KgLHtbFw,,outside
0IwMVfV55btkQfwHKYRG7g,rjZ0L-P1SRLJfiK5epnjYg,,outside
0ixLktDLjYuAgA1QPlWI9A,GsciQGW5xeH79LnvfSgq-A,"Plain exterior, frying inside",outside
0j7djWD15O1Lhytzoa1USg,bbovSsUMkTXQSIVNBa9moQ,Nice view eating outside.,outside
0J7vV-_DnhUIXAZVRDVrkA,ALn_0f-Usn3n0a9WBcjhhg,Outside,outside
0JBbQnUtCeRVZQFfRxdFlg,hpnFcRFzs3kg-qM1tPEg3g,,outside
0JeOXJhWiw1a7yAJmWUfxA,vhImhRvHgAsUnBvVcRYRkQ,The Carwell Project live at the 5 year anniversary party.,outside
0jLFTAwmkkv_vhs4n7fYjg,SR0Q2hAEMJ_m23O_x-khSQ,Misters are always good',outside
0jlWYtEUhT4qSpL20AGtUA,GhWMl0J2gOOH61BhBMTAAA,,outside
0jMA1EPHjEzK2pf-NplIRA,byWNAuUrvmGTLkbJpXe4iA,Met here for dinner with extended family really enjoyed the decor and wait staff.,outside
0Jqh5b6Dvq06CNP-kmrvsg,3xmfT7l3xNH5LK1dLzfvGw,,outside
0JT45lfsIwU4cX5rIGV9TA,wWry6ceFOu0pSmzPpDJQcA,,outside
0JvIBmBOJilIA6FhhJWW9A,FtaTjyMUIY457tPJahjg1A,,outside
0jw-shHmSRjeGmcGKlUuIg,CxsN79g8rZoouLwZvr_FVg,,outside
0K078QJmw5zJnBZPC2ypmg,LPXgOEpqna8H8FpWAK5Scg,"Sprouts in Ballantyne, Charlotte NC",outside
0K0IUMkIh85Egfm_YU5LYA,EjzMHfwqAmj7BgdzQjquRQ,,outside
0kC3RlrUW-TqtIrt83XhLw,w7BHkgxJS7ncuXep905GLQ,Run of the Mill Chinese,outside
0KCnZHwBisxpUiTCvBXhRg,HmRI5esljcm7kjWM--7Uyg,The Lone Girl,outside
0kHN3j_AESYY893o5yOjSw,60NbBMCBNfwqfsijhiuOsQ,,outside
0KmlUeBwURHRUllq82r-0g,j6mX84bpi5KBcss3HUOYZA,,outside
0kpBx_omepFiBrtxVOB4MQ,SJo_IjvzdRtCvZVN0cbrRQ,,outside
0KTRZdJH2QDqldbuKT7prQ,erpMXkhBRNAwfXYfqIaC6Q,Front entrance,outside
0k-vokat0Ns9d1nGgnbNvg,Gt4z3AylNTsEPDkzkaC7HA,@endoedibles on Instagram 12/8/17,outside
0KvtHOmqyxQpGOuzHadq9w,sk0stgY4NDJYOX1MbNJ3Pg,,outside
0KYMegWnVAOwnX3sqU8YEg,dhbJ85DAPBDrUjPK6uh44A,,outside
0L3CdA6PlbSqRRlAfw1lwg,2mdF-c66TY3eSyTVI4GhQg,Patio,outside
0L7JFm4Vxx0u_kq3YfJaiA,ac3laXcJnclYZAO65XAcmA,Gravy snd a biscuit5,outside
0lfl3quo5J9pPbW-kJ2GBw,j0TFRTryKwNNC2PAIgaRZA,,outside
0LHxh8_o7raMeB14xI3ghg,rjlAUHT8B6KhKAmkZqS1xw,,outside
0lMhDNNys_TsE3KSZh4uQA,_ax_jfISiBZ4JSTHrI4xJA,SE of Williamsfield Road /Chandler Boulevard and Gilbert Road,outside
0LrLuDHVt9qoTHPREeAc2w,33Tr0eRki1Yamzleu4GMdw,Rosallie 06/09/19,outside
0LTsX2FVU1X5k4VpiY8-yA,FCUVjQf762no86Uzcbv1Tg,,outside
0lxKz6ZFgivF919L7RTLyA,apdb7MGnmnx6nGWBJ0ch_g,,outside
0lXqT69P__jFMTnzL1fWmg,RypJ1Rhq7Y8GFdP5UFbzUg,,outside
0LzZsw3sz5QwN2RRHXwocA,6Vt9_IqEUlDwqSwZ7eLF-g,Devanture,outside
0M_5WX_1IaAMqGNCwWRgqA,rBDGlL3eC4v-2HBZ4cWRVQ,terrace,outside
0mba0NSqe9bEg2xDQukyew,fNc1WuGwiT7RhqXUIe4S8A,,outside
0ml42fCdXHDtzmYYO6papw,_gMR_YdsMwwKy63-UwjdnA,,outside
0MQ0TEHUXPlgv9v5OWUNjw,44kd3YdkhXj5XiSPs5XNjQ,,outside
0MtmCEIkVisGs6E0Kev0Dg,WQ8XMhzBORUG6r5GQuZ7hQ,Visiting the Las Vegas sign. Got great pics from the photographer there!,outside
0NERkwDBTnoAdtR5aFYqrQ,wPe9XUIN2vavKk_CtqVtEQ,,outside
0N-K477dIL9mzksotg4bcg,7AlULGZI1pHt0imODsqdkg,,outside
0NK-APVbCyjsGydV_Qzojw,IWN2heYitkg-D4UdqfxcMA,,outside
0NoGXF8L63ZsvTPqXutHTQ,i4EMu1nCDfgF6CB0MKOUzw,,outside
0O2KDZ7pGKjpQGgFj4oq1A,qQCsLGMncJp1xWUGnOKCQA,,outside
0O_2lALtpzeKy1e7yxKusw,jps8StO0NDLEw21w8Xy4lQ,,outside
0oEH-osBmHUHjoFcoKX2Yg,Mv1K4hE5LThd-prcvWGPzQ,,outside
0oH91xU4WqP7lmWJbLovwg,BPyopyEntbl4obte91gNrQ,,outside
0ohkZDqmKb1ZlD4xyOBO7w,dSnQTUJC0tCHadU1AGzvrw,Regulars,outside
0oIiFGG07JGO9wQewQaTXQ,6HTqJSuWOBV6CSE5W8X7aw,,outside
0OMcPdY6lfDifDyY_5fOlg,Ia1JlEo7UUyZtmqRe1K1Pw,Outside,outside
0P2hQKQGK0iGIPBiY18IUA,Ylw5xdTfPN5L6Uhd54pzmA,Great restaurant to get your morning coffee!,outside
0P539hiy7EgCJHQX0kW99Q,sko1znlSympHuEkt2OvIzA,"This is what you see from the parking lot. We are right in the middle of the plaza. East of Yonge St, directly across from Upper Canada Mall",outside
0pGKNpTz5D0v10DQ5KODGg,lgxSvBkTEmtkHiWr2ItwRA,Front Entrance,outside
0PHWHjNZjxC9QKAmO-qQpQ,fPFxJy0pUnU3_2xJrA2zjg,Drive-thru,outside
0Pitc7HZxZIoFGqI3VKyEA,szCcTSAzXJgerKtBgBBW5g,,outside
0puWG9h6icnDXM58o_WJgg,IsoLzudHC50oJLiEWpwV-w,,outside
0PyQGinLjdIycF3xgMyE0A,Buko5LgWKnOen39NcoKHdQ,,outside
0Q1kaQAWi3LDDslTqmFfrg,e9KXojla4OuVP7qcC5LNsg,,outside
0Q230zRW0bR2JxgwnMUIWg,FLqJua9_ig5KChNlaLpQBQ,The storefront,outside
0qNOAQPfFhV5KEhpX6lmqQ,kxzS-zh5nUNvBzYz2Q47pg,,outside
0Qoo5nL5A4ryRk3irGNRzw,RilKIWnWGUT8XNkck52Aww,It's just few walks away from the office,outside
0QpN2b8xg6XExNPO0O83tQ,cz5vz-893D3LNH3TMQYR1w,,outside
0q-R2MmEnUUaIHhZ5WffWQ,LMcKboF7CKKZgTJVaSSMcw,"Live Entertainment Thurs, Sat, & Sun",outside
0-r1bHf1QrBG7cXKoAGDRA,QvltB7RjVOVRBl685azJ5g,"You can't ever get into their tiny parking lot. I'm at the parking lot next door, which is equally packed",outside
0rA7NmWz_osdAWLTQyln3A,sAU0FbmsQwcwk3uvvvtIgw,Exterior,outside
0rObcblIPpnYs0v3U_AL1A,NY3UuTFf9U4rqyAWwz4uwg,Cheers!!,outside
0rOC20nyHYTTpzZ54Xr-Wg,NCS7tmlcTsdSmDaW6oPQfw,Outside,outside
0SAKy1N_uyL2B9qQeL86Rw,SdO1UHwE8Rjz3Pz2lBUa5w,,outside
0sbWmE2zx4N5APH53o-HwQ,qQCsLGMncJp1xWUGnOKCQA,32 SHEA. Coffee. Food. Cocktails.,outside
0Sdg9nY3oMchUeaD2PYtGQ,vHz2RLtfUMVRPFmd7VBEHA,,outside
0Sj0DoAyg9g6f7GA-scmzw,VNjze28wZT3lkCp3-0zh5Q,HoneyBaked Ham Company...,outside
0sMFlxAlar3CSJ1kieGt8g,PbTXqq-283ua5BJmHYf3gg,,outside
0smrGYn-8rEaLQmxgWsi9Q,zm3w7U26kDxREFDSLJRBgQ,Greek Village Grille - Broadview Heights,outside
0sP4xfyKmJFR2T_SFFRCpg,UL87vjFt5nYGIn7qVfLvCQ,,outside
0sRzgBu4iMUcOgc8QIdihA,3nqPYyl5dvZ-G5SE52OQZg,,outside
0sVMu1gyyGyUGfNagVCOhQ,gkxmQi2cipbysXFgT_w_jA,Storefront on Mount Royal,outside
0sYSGBJf0lAD7dD4kUzOQA,gkxmQi2cipbysXFgT_w_jA,St-Viateur Bagel storefront.,outside
0te-caLJpCGwu-xovdblHg,Tw3RxhE5ioJruNF9OMAjAA,Very nice place!,outside
0UaoNRQuVl2wIAXWriZLdA,7AblEr52iyWBuFBEiseESg,,outside
0uaY-FD0RSlALBhV4qh1XQ,kv42obrz682yqpNy0yxrUA,,outside
0Uc4mPDQpU_xVUgUqsFlxg,042IHd5KjHiMuBtGtugO_g,Fat Boy loved the place!,outside
0UjJn9MU7vGuVdVk7Y-Qzw,ykwGLizkYXRsYy79kDFAKg,,outside
0UnW2Sw1XkqYA5c1yFG49g,X-66Npl7XhHw-9YIC0mb5A,,outside
0uVKau5L6N9eqEwA1cHoQg,zhB2gbdNbaFwo2nWEArtLA,,outside
0UW0Oc2JGMYgIkHkTH9I1g,8M-3e5LK4_xdabzAGfsrZg,,outside
0uXAOvyFPRC6EhgZqWg48A,_w5hBpkjHs5_Hv3pLeHtIw,,outside
0uZ1qxZ2WuTxgKVy46fEpw,WUq8HJHIZU4uteB154XN7w,,outside
_0W9GtOuBuYLwJjrlnDZgA,bpn28b5LAiEdqvz8Et9-5g,,outside
0WgdFCZ953hSkgratY_P0A,_a8vCw5cxt1vhN-HbgNGuw,,outside
0WIP6-SlTZ0PorWamA-LFw,k1gDqlaVXilVRE2MxFR3HA,Location,outside
0WlFiwd1wVi1uOciN-AXdQ,rFP41LryXOyizCuMPjjw1A,,outside
0wsmjQ6y_E_41VMLiO05OA,LvPOrcROpCk535GhmdJAzg,The Sunrise at A& W,outside
0Wx2bhc8693C7dyU02H_VA,Kq8v2R5g9cpQF7QRSlQOMw,,outside
0Wxck_zxYYZoduPu8n856A,P7pxQFqr7yBKMMI2J51udw,,outside
0-Wxibq-_qOxG3ZuUmaZkw,VXVrYjLRqNpQY-ogN9ztmQ,Cleveland/Gordon Ethnic Lampooning,outside
0XbDmnu7C5xc_nrtUWiqzg,73_UT7fZ7mzXcguX8-oSuQ,,outside
0xp4VSi6L8y7Zxd7tPPtow,cisqOxAgQPjVVr9Yzk8_dw,,outside
0XRxZ3ekdd77iX-fGZKHrw,TXV5mRFOGjwY7igrPjkKVA,,outside
0xvAKFMiLN-lE04KU3yBjA,yg0fwJoTyQOYYYKmwTSk7w,,outside
0Y1qZvhS83rVZmAn5yYmBA,c4zgJxmqz9nbBHF69EskSA,Savory Hill,outside
-0Y6BxostqT6u_TORnSOTg,_wy5gZ4eiE3x9JLcFc6jTA,The front of Santos,outside
0y-cK5b_Gtjn0Px9hy5gLQ,-io9loC11Z73p_QDAWytpA,,outside
0yED_nT48BDC4gX44j_1Dg,xVEtGucSRLk5pxxN0t4i6g,,outside
0yeqAA5OtX9HweuefC32Aw,ZzN9jgaJ8lbOzXZHPqT5kw,,outside
0yGaleXOBc2BYiQs0SnPnw,-cC2BgtL4fBfZx3w6tAgyw,,outside
0yGo-r-Urj9OSlTuAp37ZA,bvow46stEejfxnnqEKTAyQ,We Three Kings?,outside
0yVVVsxQCYcQoHQC3M9Gqw,h_g5HV6Fw2rinZ3xqFwygw,,outside
0yWyHteR5U7hOBoYpm23kg,PxNi4gXXC0XpCT9dC0eJVQ,,outside
0yzBq3rLVZ_p42u7nihh2g,-WmQxBr4jsdZs_7RgamNmQ,,outside
0z3HgklQDVm7gQveE9LsiQ,rB68TQ4qM8OpXErv0T4M0Q,$3.139 per gallon gas!,outside
0Z43YPU7eIWIaia_zgmPSA,3ZNKTN4QC5Evf7JYFhWvww,,outside
-0z8jWHYiDEq39KLPDoEDQ,I14y3K9JbDVlwzRQuFhBgw,Exterior,outside
0Z8zmwrLhwTW1bnmE73bIg,8syeNR6GsIBp1r99vUuHhQ,,outside
0zBTH5XwjGq8ClCELzKGTw,zibinklC3wVDRMhMOsDsoA,,outside
0Zg6Po3wZxFgbRFZa9NLSg,laUfHtX3lervYx_i7buatg,,outside
0ZILQjUI3go4YyPKwuSKJQ,ONqzAgPXmppfrnotY0OD8g,Entrance of Big Chicken,outside
0ZO8nndoGsMdBsS3EHua5g,o9K4XEDK16T7LDYrKgstxA,,outside
106Q0ZcP3CXhDhxs9-sDcg,Bjn-GQg6hoUOkew7tTPcLA,,outside
10fLEWUx1JIh5Wjb96R9bA,k8BqCejnaMlw7aoVthvqyw,,outside
1-0gSI9UQPbxq8FIHnwZ0A,pxv5jBUOgsg6Rf6Z88e4mg,,outside
_10vP1rtqZSyvdzslYzajg,QJatAcxYgK1Zp9BRZMAx7g,Love the exterior,outside
11Mr6sFEN8QG_Q26uwkRlg,aCkAmpBmEJCeRBJ5_Q2D-Q,,outside
11ng00zXqpB3ZyR5GuWjLw,3xmfT7l3xNH5LK1dLzfvGw,,outside
11Q-rQokFVl8xRvHAwKQfw,K7j0BqmmN6ZEZ4BHIgUcng,,outside
11VPUH0f0UmsguMOVBF2Bg,3vxIqhm2jCVjkUWtmDvTsw,,outside
11yIs-Sa8pfA1GhAIuNUWQ,_pm_LHokHREl-BVO-vjcaA,,outside
120t0DPUgb5DIjHcZRE8iw,jxc3XS6v7J-_WHgYuaJ_cA,,outside
12c9EQWzkEkGB-AB42ghHw,QWonnnAnTQatTdAMCdacDA,,outside
12qV0qFvvR9RCqh2cNVCmw,Eps2wAehgiOcQIdyYTsY-w,,outside
133G2NmJTKq6ap4RQQVV0Q,lcSsIw_oC-OT2veksCtRwg,,outside
13aGht7Vt5XMwRV8CIN1SQ,2AcO-aHnBqx94dU2Z4Em2Q,,outside
13BCiHUHv71E0sRPl8LelA,wTjvgkUJMVWrYed9mXdQjg,,outside
13p-FGtA7erltAK5aSlS4A,z1jWE9gO4ehWJESM_H7zpA,,outside
13vPQPP-MezMYaq3dWEPKg,Mb16VQmWHspEJwPgOOjthQ,Outdoor area,outside
14OBqvKURubNnCw7OeYd-Q,qTTBJ83d-nWSnQpXyd44gA,The outside of the restaurant,outside
15bmDywhtS3XxrQ-kgL1NA,RQTatUj2f9Nz9JViTH4aAQ,,outside
15cefLEcpDXdnZrMhWkwww,7xn6RDKmCanq2C8Fn-FNgg,,outside
15uadArm4fGTYmkzVI_ZaA,JCBnKIPSXRrJWldHXoAE2w,The Westin Kierland Resort & Spa,outside
17N6z5Y35P-OnHHya9pCZw,qZZ8VU1Bk-xCruEAZNwm6A,Nestled right on the bank of the Cuyhoga River!,outside
17R-0YzJ3QAuMd8cUhMsbQ,gl1zQmiA8MUHmLL2wsCdVA,,outside
180yJgK1AJ4r0_t57dMQXw,nsNONDHbV7Vudqh21uicqw,View from front entrance. Restaurant located underground. Only 1 entrance with large staircase.,outside
18ng8v93nnyxzpPc5T2e0g,2NDuJhdBPAz-ovtHB8Z86A,Across the street,outside
18oPWgRHAF5M89TIf13MdQ,_q5KRey0wfvf1Z7yTjGMuQ,,outside
18Q8yXyGYuZ5nvqIcBsKTA,igHYkXZMLAc9UdV5VnR_AA,,outside
18VNZ3WJdK2Sig3CD0m8jA,8eihbX1YTJcaZgUPDvUpBw,,outside
1989UHQYygBK8SHs7LYPEw,GNi0IjmB5RYOFHxcb_f2qw,,outside
19I8yDQ4luC4pI8zBjaF9w,w-Q_ZVaRk3_6SGI2_zIR3g,Mural,outside
19xsWv9PETEjCZ0zrnSvPA,vHz2RLtfUMVRPFmd7VBEHA,,outside
1AGI1PrLvvhkBiJu-psmng,0f1ZKmUAcuI7Xz3GLWnsNw,We all do it...,outside
1aOMJouFWYvHWOAv9x1m4Q,WM7Ckyt1oh2LaQPdkYhMwg,,outside
1aVPpX2u-uhLLLz3oixNBg,YWjfWHizWgHSsAPGfQChXw,,outside
1AYiNpqp7RO2mJON39Pv_w,6K_9C9qQ5sDrmbtEQKjU_g,,outside
1B51M3V2AvTItCeT-cviHA,WPkUWu5Ja_lAx0XljgPF7A,Patio,outside
1b66zC-tqdNKrQYlj04Qzw,p6Rf2hsyF1eYVJk9ag3W2A,Cool extra seating out back,outside
1bmzRtrRtLdXodOCpQr5AQ,qE7fsNN6JR4QirojnMJVCQ,Love forever downtown Las Vegas mural by D-face,outside
1BpVVhoq-cCCYZHCesOxnA,gVjq9ymV9o2y8ArYkC5DyQ,,outside
1Byu7TCzv_vNS9WpW53-2w,RX_zkcMKa6wOsUNhGpHaoQ,Melt Bar and Grilled - Avon,outside
1c1rex7EW5HTpY6N3vI8nA,kDFeGBX1vWiDyJXMYRL0_A,,outside
1C4b_n2MAxqBEH7tq2SdAw,IVRKnmEK2QcqYT-M3zXgfw,No longer a street so you have to walk a couple of feet. Worth it,outside
1CALYYg5vaH9VU57TVGU9Q,Blw30ULdFKSOgCmf9lfGLg,Sunset Pizza & Grille Entrance,outside
1CF9zRGoT7p_2MIU41_Mgw,z7IEawyWhsdjc-7clTJWUQ,,outside
1cKOqI9DD3PxXvrm9F0pXw,T-TES2u1IA2THb8uBhNdCA,,outside
1d0_C3lPy-CHJsvmxZjhkw,PPMBRhovY0dNHCHFzk7pAw,,outside
1dgkohs8boJA96r91m5QBA,QEn6AVbY1dJiwIjo_c1bTA,,outside
1DopWvT6tVNE9tqaMoEhsw,TzJ5eSAduNj5-8T054T6RQ,,outside
1DSShPvAFxiEroBjjpaAUg,RcB7STNxoSDjtoK1pXgWBg,"The front door, very cool lighting here.",outside
_1dt_igTwlPd194k-5wZQQ,X2Oyu9kYV-pklp_lpc5CYQ,Lines got lengthy midway through the event,outside
1e6S6KeUXV9XAx7-A-UNSA,EBnv9_03eNqxQqRQJH4SUw,,outside
1eeWSqqy9Y5BKxWqkpqjRw,QUixlABDRhQrmPy1807Ecw,,outside
1eG1CyDxomBYjedDP2Fq7A,QOZQeWCVgbs4-HYZjAXpCg,In a new-ish Indian plaza along Britannia btw Meadowvale and Streetsville.,outside
1EhG5kEoKoZu2Dvar49a1w,CKIGXGlSweovWDljQyhSHA,,outside
1EHyJomhKHY32hK0lg9c5g,BEplfZTUzYwApjMUaOA12w,,outside
1EIMypz2MGAqV0xvDmFcvQ,LwQB9H3jZ9wTk24Lr-AnZQ,,outside
1EolLnoa0luQZ8neUiCMOw,k5lm68pBsBTIw_B0ZJZ3oQ,,outside
1eUK9-mRecBquwZRoywe8g,m3tNor-GTl-aAST5AmEqYA,,outside
1FKNl4gvwo33sX7cpE2LUg,WpI5MZC3XzlTpcUOKXzCbA,,outside
1Fm3AlCXvecuJ2Uo6mnbiQ,SZzFdGOC3M8voFjdRgmXhg,,outside
1FOZJCTYze4SkMcYoVbZKQ,PhEkAyMTP3Hmr8rpG3fBfw,,outside
-_1FQoklllZpxtwQs79saQ,jaoIDcqPZVXwwSPXFRSC-Q,Located on 1st Ave and Roosevelt.  On the ground floor of the Union @Roosevelt apartment complex (east side of the building),outside
