business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,review_id,text,stars_y
k9S4debJ-KEV7-b6pEOcpA,Food On the Move,14034 Saint Clair Ave,Cleveland,OH,44110,41.5499237,-81.5839978,1.5,3,1,,Restaurants,,WdpFvLmpVlCzjQo-ZZIh2g,I went into the restaurant like normal a few weeks back and I saw a girl go in the back and the light skinned cook with freckles disappeared no one noticed me I went to the window and his pants was down to his ankles and she was standing in front of him he was playing with himself and I said hey what the fuck is going on they both jumped and apologize to me but what took the cake he went to take some food off the grill without washing his hands I'm so disgusted I'll never eat there again,1
p5KuX7RdMosOrnrEPP7hyg,The Red Martini,15 Church Street,Ajax,ON,L1T 2W5,43.855172,-79.055827,1.5,3,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'Caters': 'False'}",Restaurants,,TzBBYPkBlezRd3f5DHAgjg,"When we arrived it took our waitress considerable time to bring us 2 diet cokes let alone even take our order. She kept walking by us and saying that she would be right with us, however it took her 20 minutes of backing and forthing to actually get to us and the restaurant wasn't even that busy later on a sunday evening. We decided to order calamari with tomato sauce. It was brought out in 35 minutes without tomato sauce. After asking for the tomato sauce, it took another 10 minutes to get it. But I have to say the calamari was probably the only decent thing about this night. We got our food shortly after. I ordered the goat cheese ravioli with smoked salmon. I'm 99% sure that there was little to no goat cheese in my ravioli as it had the taste and texture of ricotta cheese...something you'd pick up frozen at the grocery store. I also had to search for any pieces of smoked salmon as they were miniscule and few and far between. Overall, I've had store bought pasta much better than that. My boyfriend ordered the New York striploin which was supposed to come with tempura onion rings...there were none to be seen. The cut of the steak was completely wrong and the whole middle of the steak was all gristle. He also asked for sauce on the side and his steak was completely coated in it. It was disgusting and I actually felt bad watching him eat it and try to cut the thing. We then sat for 20 minutes waiting for the waitress to clear our plates and give us our bill. She would walk by us continuously and ignore us. We had a coupon for the restaurant which is another reason why we decided to try it, and both waitresses tried to short change us on the value of it, finally after telling them 3 times what needed to be done, they got it right.The service here was atrocious, the food was seriously lacking, especially for the price, the atmosphere was alright however it was freezing because it was cold and drafty.I'd never waste my time going here again and would warn other people about going there. I have no idea how this restaurant is still surviving in today's marketplace.",1
p5KuX7RdMosOrnrEPP7hyg,The Red Martini,15 Church Street,Ajax,ON,L1T 2W5,43.855172,-79.055827,1.5,3,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'Caters': 'False'}",Restaurants,,pLuOex3HruzMWDnF8WsIlg,"This was easily the worst dining experience I have ever had.
I reserved for four people on the Saturday before Mother's day at 7pm. When we arrived we were placed in the bar, with music so loud it made conversation virtually impossible. I asked the hostess about seating in the restaurant as I had reserved and she said it was full. She offered to move us to another table in the bar, ut it was closer to the live music and would have been even noisier.
We ordered some drinks and I was confronted with a bottle of beer, with no glass. There was nothing fine dining about the atmosphere or he service. It was a bar room experience at fine dining prices.
The food was the only thing left to rescue the evening and it was a disaster. I ordered the pork tenderloin which was so overcooked that I thought they has served a pork chop with the bone in. It was also flavorless and burnt. My dining companions also expressed great disappointment with their meals, using terms like flavorless, over-cooked and cold.
We quickly paid the bill and left to seek a more appropriate venue for dessert and coffee. By this time even Tim Horton's seemed appealing.
Avoid this restaurant. The only thing that is fine dining is the pricing.",1
p5KuX7RdMosOrnrEPP7hyg,The Red Martini,15 Church Street,Ajax,ON,L1T 2W5,43.855172,-79.055827,1.5,3,0,"{'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'False', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'False', 'Caters': 'False'}",Restaurants,,mr-huhZ9q49WwkgZEMnzAQ,"I was definitely seeing a lot of red at the Red Martini!  I usually have a 3 strikes and you're out policy... If this were a baseball game, the Red Martini's winning streak would be in the negatives!

It was my high school English teacher's birthday and because she lives I'm the Durham Region we usually dine somewhere in Pickering or Ajax. It gets me out of Toronto once in awhile.  So I had made reservations for 7pm. When we arrived there were 2 occupied tables in the downstairs bar lounge.  We stood there for 5 minutes with no sign of any hostess or staff.  After what seemed like an eternal wait, the waitress appeared and she told us we could choose a table either upstairs or downstairs.  We opted for the upper level.

The Red Martini is a house-converted restaurant, similar to 22 Church Street Bistro across the street.  A co-worker told me that the 2 restaurant are owned by the same owner, however this is unconfirmed.  However I did spot a lot of similarities.

Once we chose our table, again we were left unattended and ignored for awhile. We quickly realized that the waitress who ""greeted"" us downstairs was the only staff in the front end for the entire restaurant. Strike 1 - understaffed.

My high school English teacher loves her white wine and she usually orders the house white.  Strike 2 - they were out of their house white.  This is a clear indication of poor restaurant management.  So we had no other choice than to order the next available white wine which was twice the cost.

We waited for our appetizer - no bread basket appeared - Strike 3 and you're out! 

We ordered and shared the Stuffed Portobello Mushroom Salad to start. This could've easily been THE best tasting salad I've ever had in my life. However, the minor neglect in detail made it second best.  The salad was a deconstructed-style salad. The grilled portobello mushrooms were delicious. The ""stuffing"" was made from imitation crab meat and eggs... So essentially it tasted like an egg salad.  It was also served with COLD naan bread... It would've been the perfect salad if they grilled the naan. We had requested that the appetizer come first and then our mains... However the server showed up 2 minutes into us digging into our salads, so we had to send her back to the kitchen and requested the food be kept warm.

My Coconut Tilapia was served with a spicy plum sauce, Bok Choy, red and yellow bell peppers and jasmine rice. When I first bit into the tilapia I was excited that the fish skin was so crisp... But I quickly realized that the crisp was not due to skillful culinary execution, but rather to a burnt fish... Parts of it were so burnt I started tasting charcoal!  Also, the ""coconut"" component of the dish was M.I.A.  This dish had so much potential.. *sigh*

I didn't try my teacher's Veggie Stir-Fry with Chicken but the feedback I got from her wad that the vegetables were cooked to a mush, and that the chicken was dry.  In their defense, the mush factor may have been a result of the dish being kept on a warming plate.

To finish we ordered a cappuccino, tea and marbled cheesecake.  The server came back up to inform me that they don't offer cappuccino... How do you not know that?  Its like she was a temp hired to tide over a quiet Sunday restaurant service.  So I settled for a coffee.  

The cheesecake was average, nothing spectacular.  

At the end of the day, the bill came to $105.  I will say that the portion sizes are generous and the food does have potential... However, the service aspect is going to need a complete facelift.  I had such high hopes for you Red Martini... I thought you'd be sizzling... But unfortunately the only thing that was red and sizzling about my experience at the Red Martini was my dress and the afterburn in my mouth from the spicy plum sauce!",2
zhwqX2uk3XF_fwtwLj397A,Rock Bottom Restaurant & Brewery,2000 Sycamore St,Cleveland,OH,44113,41.4965537,-81.7039,3.5,9,0,"{'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True'}",Restaurants,,Wo7P1meEYBGRXafmRxfEkw,"Restaurants and bars in the Flats seem to have trouble delivering good service.  We sat at the bar and ordered 2 beers.  The bartender asked if he wanted to open a tab.  Well, we sat there with empty glasses and she never asked us if we wanted to order more beer.  If I was the owner I'd kick her ass for not generating more revenue.  This is the second time I've had this happen to me at this place.  It was crowded on a Wednesday night but the buck stopped there...",2
sTmHeHv-4uZRRne5jBDzvA,Si Senor Restaurant,600 Grant St,Pittsburgh,PA,15219,40.4413557,-79.9948492,2.0,4,0,"{'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}",Restaurants,,3EtyjR3CMAXf0XgMBRuEFQ,Si Senor is not my favorite taco option. I got a steak taco and the bit of steak was so little my meat was about the size of a quarter. I could hardly believe how little meat I had.   I ate here because in the summer they have an outside food stand at the USX tower.  I remember being out of the taco that wanted.  So whenever a food venture is out of something that I want that immediately knocks off some starts for me.  The salsa options were great but I dare say Qdoba is better then this place.,2
sTmHeHv-4uZRRne5jBDzvA,Si Senor Restaurant,600 Grant St,Pittsburgh,PA,15219,40.4413557,-79.9948492,2.0,4,0,"{'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}",Restaurants,,vGMG_jjISadqI5RgEjqxNA,"The tacos were cold and the dude was sketchy.  I probably could have told this just by looking but I had gotten lost on my way to ginger's and was hungry.

At least it was cheap.",2
sTmHeHv-4uZRRne5jBDzvA,Si Senor Restaurant,600 Grant St,Pittsburgh,PA,15219,40.4413557,-79.9948492,2.0,4,0,"{'GoodForKids': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True'}",Restaurants,,R9WffRMExzZfypeqB8NxfA,"Ick.  I don't think this classifies as Mexican.  I was mislead by the name but should have known better once I saw they offer wraps.  I figured they used the name wraps in place of burritos since... well... Pittsburgh is really unfamiliar with Mexican food.

I ordered the classic wrap which, according to the description, is your choice of protein, beans, cheese, rice, and choice of sauce stuffed in a tortilla.  I went with the shredded beef and chipotle sauce.  What I got ... well I can see why they referred to it as a wrap and not a burrito.  The tortilla was cold (what?) and the ""shredded beef"" was more like beef chunks.  The iceberg lettuce was an unwelcome surprise.  Black beans.... I hate black beans.  I guess it was wrong to assume they would be pinto or refried.  The chipotle sauce wasn't spicy at all and just added a burnt flavor.

Would never come back.  I can't believe I paid $7.20 for this wrap.  

If for some odd reason you want to try this place.... they do offer vegan / vegetarian options with grilled veggies and tofu as an option for your filling.

P.S. California, I miss you.",1
_7bPSTUk_FZvomYjawpdhA,Country Cottage,236 S Wall St,Chandler,AZ,85225,33.2994159,-111.8421862,3.5,3,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'""}",Restaurants,,TrZmqxWCIHugLm5scXJ-fA,"I tried the Gilbert location of this restaurant. I believe it recently opened there on Gilbert Rd, in between Warner Rd & Elliot Rd. It was a cute location, and the atmosphere inside was quaint. 
However, the lighting was much too bright for a restaurant, and the kitchen sounds could be heard throughout the restaurant. 
Overall, my experience was horrible. My food was cold, even though it took 5 minutes longer for my food to come out than the my 3 friends' plates. The coffee was sub par, which made a horrible first impression on me. The price seemed a little much - however, I did not take advantage of the ""pastry bar"", because nothing looked too appetizing. French toast, which I thought was pretty foolproof, did not taste good. And the bacon was covered in maple syrup and some sort of brown sugar. 
I didn't feel too alone; no one in my party had rave reviews for their meals. There were 4 of us altogether, and our food barely fit on the table, which was inconvenient and very annoying. 

If I could give 0 stars, I would. I would say do not waste your time here! There are many enjoyable breakfast establishments around; this just happens not to be one of them.",1
Gn68S8dMawWtjaiNNAHQbQ,Spaghetti Shop,1325 N Dunlap Ave,Savoy,IL,61874,40.07145,-88.249365,2.5,3,0,"{'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False'}",Restaurants,,vmTAxwnIL1MlMqJzwEi_iQ,"I live a block away from where the Spaghetti Shop WAS, and I can promise that this restaurant no longer exists.  It's been torn down, and a Burger King is going up in its place.  I hope that Yelp deletes this restaurant from its listing or recognizes that it is no longer an establishment.  If you're interested in Italian food in C-U, try Biaggi's or Bacaro's or Cafe Luna.",1
yFhUWJ73ax8Tr2BawHvLxg,Reggie's All Family Restaurant,4065 State Rd,Cuyahoga Falls,OH,44319,41.1823829,-81.5080936,2.5,6,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False'}",Restaurants,,bL6L07W-8KLRoavtbxYiPg,"I used to like Reggies, and was a regular customer, but have found the quality to really become erratic recently, which is a shame.  On it's good days, the best items to try are their comfort foods and breakfasts (all day).  

First, when pulling in, beware, as the parking lot is VERY rough, with MAJOR pot holes.  For your car's sake, GO SLOW!

One item that I've liked here is the ""old fashioned,"" which is a couple potato pancakes (served with sour cream and cheese), couple eggs, breakfast meat, and toast.   Another few that I've liked are their ruben, their Philly Cheese steak, their ciabatta club sandwich, the hot roast beef sandwich (served open face) and their chicken enchilada soup (spicy).  Also, on the weekends, in the morning, they have a ""breakfast bar"", a buffet of typical breakfast items, including eggs, sausage, bacon, potatoes, pancakes, waffles, corned beef hash and an assortment of fruit.

Their NY Strip steaks seem to be very hit or miss.  I've gotten some excellent steaks, cooked quite well before, but have also gotten a number that felt like half gristle.  It felt like about a 30% chance of getting a bad steak.

Talking more of the erratic quality, an example, one time when I ordered the ciabatta turkey club, I got a sandwich with soggy ciabatta bread and RAW bacon (not just undercooked, it looked like it hadn't been cooked AT ALL!).  I've also gotten eggs burned at random times, bacon burned, hashbrowns burned, etc.  Again, this is not a 100% thing, but it is enough recently to make it not worth my while coming back anytime soon unfortunately.",2
yFhUWJ73ax8Tr2BawHvLxg,Reggie's All Family Restaurant,4065 State Rd,Cuyahoga Falls,OH,44319,41.1823829,-81.5080936,2.5,6,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False'}",Restaurants,,BL_aGjsXi5ksgR7nsUorEg,This place is no longer in business. It has been closed for at least 4 months. At first sign said closed for remodel been has since been taken down.,1
yFhUWJ73ax8Tr2BawHvLxg,Reggie's All Family Restaurant,4065 State Rd,Cuyahoga Falls,OH,44319,41.1823829,-81.5080936,2.5,6,0,"{'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'none'"", 'RestaurantsReservations': 'False'}",Restaurants,,Gnb_BbIplyl9STL1qor5NA,"Like one of the other reviewers I had found Reggies adequate but not recommendable from past very irregular visits, (the last has to have been a year or more ago). but we happened there on a Saturday 11 A.M.ish, and were seated promptly by the sixteen year old who was our host.  
He asked what beverages we would like and forgot one and had to get a ""refresh"" in order to fulfill, and then we waited for a waitress. 
We were told our waitress's name by our host and as always unless it's one of those un-names that just blows your socks off, like Kashikeewandamoo, it went in one ear and out the other. 
Unfortunate, because we NEVER got the opportunity to make her acquaintance. 
We waited and waited. And after a bit, decided the breakfast buffet would beat the alternative of nothing, so up we went.  Never realizing how wrong we were!
I have become over the years a less than enthusiastic buffet attendee. 
They tend to be harbingers of germs, old tired food, and some sadist is always trying to set up food far enough on the far side of the sneeze shield so as to require modified limbo dancing or monkey-arms that drag on the floor in order to get what one wants!  
So what did we have?
Absolutely the worst scrambled eggs ever!  So dry and crumbly they virtually refused to be manuvered by a fork as the sand-sized particles lacked the moisture to bind together.  It was like trying to eat flour!  
No waitress from whom to beg ketchup or hot sauce or beverage refills.
Eggs are delicate, don't cook a couple gallons at a throw so you never have to replenish,  cook small batches so the steam table doesn't dehydrate them over time,!  Also whenever possible  try to use real god^amn eggs and not the re-hydrated powdered used-to-be-eggs. 
The country potatoes or whatever they were supposed to be were equally dry, as well as burnt, and did I mention dry?  And man were they dry.  
I ended up putting sausage gravy on them hoping to find something to choke them down with and even that didn't work!  
The bacon was fine, but one does feel just a little silly filling a plate with bacon in order to flesh out one's plate!  
The owner is a very nice guy, (thin as a rail...I can see where eating here exclusively would be a weight-watcher's dream!) and when he walked by I told him we hadn't seen a waitress (we were finished dining at this point), and he said he would take care of us, refreshed our drinks and took them off the bill, so kudos to him for an attempt at a fix, but I would have been much happier had they just set off a bomb at the buffet station to blow it elsewhere, in deference to the well-being of the next hapless diner!  If you come order off the menu!!  Unless you are a real bacon FREAK!",1
