text,rating
Our server moved past service-oriented directly into used car salesman territory. It's so annoying when servers go straight for the upsell. Here's an...,1
Great Indian food on the river.  The portions weren't large but the flavor was fantastic!  The service and ownership was great and this was a nice change of...,4
"Bistro des Voraces was the only restaurant we hadn't planned, and it turned out to be an excellent find.  We're so glad we trusted the reviews.  It's...",5
"Was in a dinner with friends. Tried fondue, a very nice pot of melted cheese, ate with bread crumbs and potatoes. It was awesome. The cheese pot has mix of...",4
"The staff is friendly and welcoming! Our server offered us some great suggestions. We ordered risotto, pasta, and salmon. The saffron sauce was a bit too...",4
Great wait staff friendly attentive offered wine suggestions. small place intimate upper floor very nice stairs only. Salmon was fabulous waiter helped me...,5
Exceptionaly good! Refined Thai cuisine. Too bad the choice is so limited: there are only 8 different dishes. Service is rather poor.,5
Highly recommend this place in Lyon. Pretty interiors with a view of the river. My mom is a vegetarian and the chef specially made efforts to translate the...,5
WARNING! Bad food and violence! Food was discusting and wine full of insects. Had to send the entrecôte back to the kitchen but the new one was even worse....,1
Don't eat here. Pleasant appearing location cannot compensate for really disappointing food. I'm a pretty good cook as is my husband who is French but even...,1
"Sometimes it would be good to check Yelp in advance.  We did not do so with this establishment.   Food was so-so, service not so good.  poor communication...",1
These guys are passionate about wine! They specialize in small vineyards near Lyon so if you want to try something different from the typical...,5
"If you are looking for a place to enjoy local wine with cheese, smoked ham & foie gras, this is a good place in the old town of Lyon.

The big moustache...",4
"Worst Indian food ever!!! You don't get to choose your dishes, they select for you from pre-made non fresh of deep fried chicken and prawns and cold...",1
This place has surprisingly excellent shareable Indian fusion food! I thought that the platter they serve had an impressive selection of yummy options. Not...,4
"After buying a €10 cocktail and waiting 40 minutes for the €15 per person shared 'Thali', I can safely say that this place was a huge disappointment. 

The...",1
"Cute  ramen place that's brightly lighted, serves decent food at low prices.  Packed with local university students during my 10pm visit.  Popular....",3
"Ramen in the city center.
Great portion, tasty food acoording to Frech standart.
Modern ambience.

They should improve their service !

Enjoy the Ramen!",4
"We were here for dinner, and the selection is good, since it is not too overwhelming. When coming in, it was empty since we came rather early in the...",3
Pierre made my night. I had the sole and a great wine to pair with it. The place is recommended from the hotel Marriott down the street.   Far exceeded my...,5
"Lyon lives up to its world class cuisine reputation when a small office park bistro can impress. Good food, good service, and good value - especially...",3
Tried 33 Cité after a recommendation from my hotel. The food was actually outstanding but the staff is the only reason this place isn't getting 5 stars. The...,3
Wow!! A fantastic place. We wandered for an hour looking for somewhere to eat. Guess our timing was off. We were turned away from 3 places. Found this one...,5
"Ordered regional menu with salad, sea bass and dessert. Flavorless, tasteless, and no appealing food. Touristy and non-authentic local taste. Overly pricey...",2
"Stare into the windows of Le Grand Cafe des Négociants and you'll see a number of people chatting drinking coffee, hot chocolate, or a cocktail.

If you...",1
"OMG! This place should be shut down before they poison someone with salmonella or another food related disease.

So, they let customers grill a variety of...",1
I dine here each time in Lyon. Their andouiette sausage is one of the finest meals I've ever had. I rate it a top 1 or 2 world experience. Your taste buds...,5
"Our experience here was awesome! Everything about La Traboulerie was cozy and comforting. Friendly servers, delicious food, cozy space, inexpensive price...",5
"The tandoori sandwich was a delicious spin on the run-of-the - mill kebab shop. Good flavor, lots of veggies, delicious with cheese. I would've given it 5...",4
"Excellent food for the wandering traveler sick of eating foie gras and veal heads and what not.  Try the chicken tandoori wrap, without cheese.  I have...",5
"Best Lebanese place in Lyon. Up to standard and very cosy. The price maybe slightly above average, however the food is definitely worth it. Very fresh,...",5
"Yes. Yes. And definitely yes. For those that only speak English, you'll be fine here. Now that that worry is out of the way...
Our dinner consisted of (for...",5
"I was really intent on visiting La Cuisine when I was in Lyon, and am really happy I managed. The food is excellent, and the prices surprisingly low. The...",5
"Enjoyed dinner with three other folks here yesterday evening. The food and service were very, very good - a deal, really, considering the price. I can't...",4
Yum!! I'm so happy to have found this place. A falafel wrap is a fantastic substitute for the lack of real burritos around here. If you order the...,5
"Aklé (the food truck) is at my nearby market every weekend. The food is great but it's not cheap. Some hummus, some falafel, and soon you're talking about...",4
I searched for this food truck for hours and of course I found it spontaneously about a month later! The food was authentic and really delicious and the...,4
"Come for the museum. Come for the art collection. Come for the mad Architecture. Brilliant in imaginable ways. 
Come for the food. Michelin winner 2019....",5
"If you are in Lyon this is the best place to enjoy an incredible French meal. Excellent service, great wine and just outstanding food. We tried the escargot...",5
Simply fantastic. Wonderful service. Excellent food: a great menu with fresh & flavorful options and a nice wine list.,5
"I've been here twice with my family. The staff is friendly, the ambiance is fine but lacks personality, and the food is good. Nothing special here but a...",4
Very friendly and Delicious food!  Good place for lunch deserts but I can't wait to return to sample their beer selection.,5
"Great selection of wines, actually so many you have to ask for help ;) just sipping on a sweet Gewürztraminer from Alsace region, simply lovely",4
Came here 4adults and 4 kids for a late lunch . Service was fair as it was nearly 14pm and serving lady had not lots of appetite for a good service that...,3
"A bit of a hike from the main tourist area, but the only place we could find to get a glass of wine outside. The waitress didn't speak any English... for...",3
"Fab place! Big tasty pizzas, and great staff.  We arrived near closing time last night & they stayed open for us, and served with a smile.",5
My husband and I were craving pizza after a four hour drive from Paris to Lyon on a Sunday evening. Most of the other places were closed and we WERE SO...,5
"Hands down the worst experience in service that I have ever unfortunately had to put up with. 

Enter the restaurant at 20h30 on Sunday 26th June - there...",1
